Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"DUMA4",    6413.56,    1.0099,    11.00, 3.31982E-006, 5.176E-008, 3.71268E-008, 5.789E-010, 1.11378E-007, 6.469E-009
"PLSDRA",       6463,    1.0177,    11.00, 3.34264E-006, 5.172E-008, 6.84594E-008, 1.059E-009, 2.05376E-007, 6.426E-009
"PRMTE",    6443.76,    1.0146,    11.00, 3.33375E-006, 5.174E-008, 5.97987E-008, 9.28E-010, 1.79394E-007, 6.442E-009
"PRMTA",    6453.66,    1.0162,    11.00, 3.33831E-006, 5.173E-008, 6.04872E-008, 9.373E-010, 1.81459E-007, 6.433E-009
"PMONTB",     6461.5,    1.0174,    11.00, 3.34193E-006, 5.172E-008, 6.58927E-008, 1.02E-009, 1.97676E-007, 6.426E-009
"PLNGI_B",    6417.76,    1.0105,    11.00, 3.32152E-006, 5.176E-008, 2.89658E-008, 4.513E-010, 8.68959E-008, 6.461E-009
"PLNGI_D",    6434.32,    1.0131,    11.00, 3.329E-006, 5.174E-008, 2.93503E-008, 4.562E-010, 8.80513E-008, 6.444E-009
"SPRK9",    6529.84,    1.0282,    11.00, 3.37257E-006, 5.165E-008, 3.26476E-008,   5E-010, 9.79414E-008, 6.353E-009
"BOMBA",    6537.98,    1.0295,    11.00, 3.37628E-006, 5.164E-008, 3.56513E-008, 5.453E-010, 1.06952E-007, 6.346E-009
"SPRK8",    6558.31,    1.0327,    11.00, 3.38557E-006, 5.162E-008, 4.60409E-008, 7.02E-010, 1.3812E-007, 6.327E-009
"SSU_DSARCNTR_IR1",    6401.32,    1.0079,    11.00, 3.31408E-006, 5.177E-008, 2.86214E-008, 4.471E-010, 8.58637E-008, 6.478E-009
"DUMA10",    6463.45,    1.0177,    11.00, 3.34222E-006, 5.171E-008, 3.01983E-008, 4.672E-010, 9.05927E-008, 6.415E-009
"BALAIPOLIS",    6464.28,    1.0179,    11.00, 3.34259E-006, 5.171E-008, 3.02224E-008, 4.675E-010, 9.06659E-008, 6.414E-009
"SSU_UPTWRES_IR1",    6471.23,     1.019,    11.00, 3.34644E-006, 5.171E-008, 6.90464E-008, 1.067E-009, 2.07137E-007, 6.418E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
