Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"TMNGH4", 11, 1,    6670.79,   -6.5,    1.0504, 2,    6670.79, -126.5,    1.0504, 3,    6670.79,  113.5,    1.0504
"SSU_TMEGAH3_IR1", 11, 1,     6718.9,   -6.3,     1.058, 2,     6718.9, -126.3,     1.058, 3,     6718.9,  113.7,     1.058
"TMNGH2", 11, 1,    6739.72,   -6.3,    1.0612, 2,    6739.72, -126.3,    1.0612, 3,    6739.72,  113.7,    1.0612
"SPRK9", 11, 1,    6406.19,   -8.3,    1.0087, 2,    6406.19, -128.3,    1.0087, 3,    6406.19,  111.7,    1.0087
"BOMBA", 11, 1,    6422.94,   -8.2,    1.0114, 2,    6422.94, -128.2,    1.0114, 3,    6422.94,  111.8,    1.0114
"SPRK8", 11, 1,    6464.69,   -8.1,    1.0179, 2,    6464.69, -128.1,    1.0179, 3,    6464.69,  111.9,    1.0179
"SSU_UPTWRES_IM2", 11, 1,    6162.39,  -10.4,   0.97033, 2,    6162.39, -130.4,   0.97033, 3,    6162.39,  109.6,   0.97033
"MAYBANK", 11, 1,    6231.28,   -9.8,   0.98117, 2,    6231.28, -129.8,   0.98117, 3,    6231.28,  110.2,   0.98117
"DUMA8", 11, 1,    6244.25,   -9.7,   0.98321, 2,    6244.25, -129.7,   0.98321, 3,    6244.25,  110.3,   0.98321
"SSU_DSARCNTR_IR1", 11, 1,    6146.01,  -10.6,   0.96775, 2,    6146.01, -130.6,   0.96775, 3,    6146.01,  109.4,   0.96775
"DUMA9", 11, 1,    6337.12,   -8.9,   0.99784, 2,    6337.12, -128.9,   0.99784, 3,    6337.12,  111.1,   0.99784
"DUMA1", 11, 1,     6430.1,   -8.1,    1.0125, 2,     6430.1, -128.1,    1.0125, 3,     6430.1,  111.9,    1.0125
"ELITE", 11, 1,    6463.45,   -7.8,    1.0177, 2,    6463.45, -127.8,    1.0177, 3,    6463.45,  112.2,    1.0177
"DUMA10", 11, 1,     6274.2,   -9.5,   0.98793, 2,     6274.2, -129.5,   0.98793, 3,     6274.2,  110.5,   0.98793
"BALAIPOLIS", 11, 1,    6275.92,   -9.5,    0.9882, 2,    6275.92, -129.5,    0.9882, 3,    6275.92,  110.5,    0.9882
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
