Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"HAUS", 11, 1,    6154.05,  -12.4,   0.96901, 2,    6154.05, -132.4,   0.96901, 3,    6154.05,  107.6,   0.96901
"DUMA6", 11, 1,    6395.03,  -11.4,     1.007, 2,    6395.04, -131.4,     1.007, 3,    6395.04,  108.6,     1.007
"DUMA13", 11, 1,    6617.03,  -10.5,    1.0419, 2,    6617.03, -130.5,    1.0419, 3,    6617.04,  109.5,    1.0419
"SSU_DUMA5_IM2", 11, 1,    6643.87,  -10.2,    1.0461, 2,    6643.87, -130.2,    1.0461, 3,    6643.88,  109.8,    1.0461
"PLNGI_B", 11, 1,    6090.43,  -12.7,   0.95899, 2,    6090.43, -132.7,   0.95899, 3,    6090.43,  107.3,   0.95899
"PLNGI_D", 11, 1,    6124.95,  -12.3,   0.96443, 2,    6124.95, -132.3,   0.96443, 3,    6124.95,  107.7,   0.96443
"PDTLITRAK", 11, 1,    6296.85,  -10.4,    0.9915, 2,    6296.85, -130.4,    0.9915, 3,    6296.85,  109.6,    0.9915
"DUMA12", 11, 1,    6407.59,   -9.3,    1.0089, 2,    6407.59, -129.3,    1.0089, 3,    6407.59,  110.7,    1.0089
"TMNGH4", 11, 1,    6515.62,   -8.8,    1.0259, 2,    6515.63, -128.8,    1.0259, 3,    6515.62,  111.2,    1.0259
"SSU_TMEGAH3_IR1", 11, 1,    6558.61,   -8.6,    1.0327, 2,    6558.61, -128.6,    1.0327, 3,    6558.61,  111.4,    1.0327
"TMNGH2", 11, 1,    6576.35,   -8.6,    1.0355, 2,    6576.35, -128.6,    1.0355, 3,    6576.35,  111.4,    1.0355
"SPRK9", 11, 1,    6236.28,  -10.8,   0.98196, 2,    6236.28, -130.8,   0.98196, 3,    6236.28,  109.2,   0.98196
"BOMBA", 11, 1,    6249.23,  -10.7,     0.984, 2,    6249.23, -130.7,     0.984, 3,    6249.23,  109.3,     0.984
"SPRK8", 11, 1,    6281.52,  -10.5,   0.98908, 2,    6281.52, -130.5,   0.98908, 3,    6281.52,  109.5,   0.98908
"SSU_UPTWRES_IM2", 11, 1,    6065.05,  -12.8,     0.955, 2,    6065.05, -132.8,     0.955, 3,    6065.05,  107.2,     0.955
"MAYBANK", 11, 1,    6127.03,  -12.1,   0.96476, 2,    6127.03, -132.1,   0.96476, 3,    6127.03,  107.9,   0.96476
"DUMA8", 11, 1,    6138.96,  -12.1,   0.96663, 2,    6138.96, -132.1,   0.96663, 3,    6138.96,  107.9,   0.96663
"SSU_DSARCNTR_IR1", 11, 1,    6060.14,  -13.0,   0.95423, 2,    6060.14, -133.0,   0.95423, 3,    6060.14,  107.0,   0.95423
"DUMA9", 11, 1,    6208.03,  -11.3,   0.97751, 2,    6208.03, -131.3,   0.97751, 3,    6208.03,  108.7,   0.97751
"DUMA1", 11, 1,    6282.95,  -10.5,   0.98931, 2,    6282.95, -130.5,   0.98931, 3,    6282.95,  109.5,   0.98931
"ELITE", 11, 1,    6309.85,  -10.2,   0.99354, 2,    6309.85, -130.2,   0.99354, 3,    6309.85,  109.8,   0.99354
"DUMA10", 11, 1,    6170.62,  -11.8,   0.97162, 2,    6170.62, -131.8,   0.97162, 3,    6170.62,  108.2,   0.97162
"BALAIPOLIS", 11, 1,    6172.14,  -11.8,   0.97186, 2,    6172.14, -131.8,   0.97186, 3,    6172.14,  108.2,   0.97186
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
